0000002081375789110588-65535,2013-08-09T12:00:00.0Z
0000002091375789110915-65535,2013-08-09T12:00:00.0Z
0000002101375789110972-65535,2013-08-09T12:00:00.0Z
0000002111375789111443-65535,2013-08-09T12:00:00.0Z
0000002121375789111594-65535,2013-08-09T12:00:00.0Z
0000002131375789111654-65535,2013-08-09T12:00:00.0Z
0000002141375789111712-65535,2013-08-09T12:00:00.0Z
0000002151375789111768-65535,2013-08-09T12:00:00.0Z
0000002161375789111823-65535,2013-08-09T12:00:00.0Z
0000002171375789112267-65535,2013-08-09T12:00:00.0Z
0000002181375789112723-65535,2013-08-09T12:00:00.0Z
0000002191375789112871-65535,2013-08-09T12:00:00.0Z
0000002201375789113183-65535,2013-08-09T12:00:00.0Z
0000002211375789113504-65535,2013-08-09T12:00:00.0Z
0000002221375789113751-65535,2013-08-09T12:00:00.0Z
0000002231375789113815-65535,2013-08-09T12:00:00.0Z
0000002241375789113879-65535,2013-08-09T12:00:00.0Z
0000002251375789114171-65535,2013-08-09T12:00:00.0Z
0000002261375789114687-65535,2013-08-09T12:00:00.0Z
0000002291375789114812-65535,2013-08-09T12:00:00.0Z
0000002301375789114865-65535,2013-08-09T12:00:00.0Z
0000001891373633633430-65535,2013-08-09T12:00:00.0Z
0000002201373633640894-65535,2013-08-09T12:00:00.0Z
0000001911373633633994-65535,2013-08-09T12:00:00.0Z
0000002221373633641502-65535,2013-08-09T12:00:00.0Z
0000001931373633634379-65535,2013-08-09T12:00:00.0Z
0000002291373633642550-65535,2013-08-09T12:00:00.0Z
0000001921373633634098-65535,2013-08-09T12:00:00.0Z
0000002261373633642458-65535,2013-08-09T12:00:00.0Z
0000001941373633634727-65535,2013-08-09T12:00:00.0Z
0000002301373633642818-65535,2013-08-09T12:00:00.0Z
0000001861376042761179-65535,2013-08-10T00:00:00.0Z
0000002001376042764293-65535,2013-08-10T00:00:00.0Z
0000002011376042764485-65535,2013-08-10T00:00:00.0Z
0000002021376042764750-65535,2013-08-10T00:00:00.0Z
0000002031376042765014-65535,2013-08-10T00:00:00.0Z
0000002041376042765085-65535,2013-08-10T00:00:00.0Z
0000002051376042765277-65535,2013-08-10T00:00:00.0Z
0000002061376042765341-65535,2013-08-10T00:00:00.0Z
0000002071376042765408-65535,2013-08-10T00:00:00.0Z
0000002081376042765470-65535,2013-08-10T00:00:00.0Z
0000002091376042765779-65535,2013-08-10T00:00:00.0Z
0000002101376042766438-65535,2013-08-10T00:00:00.0Z
0000002111376042766714-65535,2013-08-10T00:00:00.0Z
0000002121376042767302-65535,2013-08-10T00:00:00.0Z
0000002131376042767364-65535,2013-08-10T00:00:00.0Z
0000002141376042767572-65535,2013-08-10T00:00:00.0Z
0000002151376042767642-65535,2013-08-10T00:00:00.0Z
0000002161376042767705-65535,2013-08-10T00:00:00.0Z
0000002171376042767771-65535,2013-08-10T00:00:00.0Z
0000002181376042767994-65535,2013-08-10T00:00:00.0Z
0000002191376042768370-65535,2013-08-10T00:00:00.0Z
0000002201376042768432-65535,2013-08-10T00:00:00.0Z
0000002211376042768492-65535,2013-08-10T00:00:00.0Z
0000002221376042768552-65535,2013-08-10T00:00:00.0Z
0000002231376042769036-65535,2013-08-10T00:00:00.0Z
0000002241376042769508-65535,2013-08-10T00:00:00.0Z
0000002251376042769746-65535,2013-08-10T00:00:00.0Z
0000002261376042770009-65535,2013-08-10T00:00:00.0Z
0000002291376042770068-65535,2013-08-10T00:00:00.0Z
0000002301376042770286-65535,2013-08-10T00:00:00.0Z
0000001991373633636222-65535,2013-08-09T12:00:00.0Z
0000001731373633629261-65535,2013-08-09T12:00:00.0Z
0000001861373633632586-65535,2013-08-09T12:00:00.0Z
0000002011373633636590-65535,2013-08-09T12:00:00.0Z
0000002001373633636321-65535,2013-08-09T12:00:00.0Z
0000001741373633629635-65535,2013-08-09T12:00:00.0Z
0000001871373633632796-65535,2013-08-09T12:00:00.0Z
0000002061373633637623-65535,2013-08-09T12:00:00.0Z
0000001681373633626622-65535,2013-08-09T12:00:00.0Z
0000002051373633637534-65535,2013-08-09T12:00:00.0Z
0000001881373633633247-65535,2013-08-09T12:00:00.0Z
0000002071373633638027-65535,2013-08-09T12:00:00.0Z
0000001761373633630141-65535,2013-08-09T12:00:00.0Z
0000002121373633638842-65535,2013-08-09T12:00:00.0Z
0000001751373633629780-65535,2013-08-09T12:00:00.0Z
0000002111373633638619-65535,2013-08-09T12:00:00.0Z
0000001771373633630713-65535,2013-08-09T12:00:00.0Z
0000002131373633638939-65535,2013-08-09T12:00:00.0Z
0000001791373633631082-65535,2013-08-09T12:00:00.0Z
0000002181373633640467-65535,2013-08-09T12:00:00.0Z
0000001781373633630933-65535,2013-08-09T12:00:00.0Z
0000002171373633640151-65535,2013-08-09T12:00:00.0Z
0000001801373633631189-65535,2013-08-09T12:00:00.0Z
0000002191373633640690-65535,2013-08-09T12:00:00.0Z
0000001821373633631931-65535,2013-08-09T12:00:00.0Z
0000002241373633641784-65535,2013-08-09T12:00:00.0Z
0000001811373633631599-65535,2013-08-09T12:00:00.0Z
0000002231373633641702-65535,2013-08-09T12:00:00.0Z
0000001831373633632193-65535,2013-08-09T12:00:00.0Z
0000002251373633642257-65535,2013-08-09T12:00:00.0Z
0000001951373633634829-65535,2013-08-09T12:00:00.0Z
0000002031373633637350-65535,2013-08-09T12:00:00.0Z
0000001841373633632347-65535,2013-08-09T12:00:00.0Z
0000002021373633637151-65535,2013-08-09T12:00:00.0Z
0000001961373633635119-65535,2013-08-09T12:00:00.0Z
0000002041373633637442-65535,2013-08-09T12:00:00.0Z
0000001971373633635580-65535,2013-08-09T12:00:00.0Z
0000002091373633638246-65535,2013-08-09T12:00:00.0Z
0000001691373633627900-65535,2013-08-09T12:00:00.0Z
0000002081373633638160-65535,2013-08-09T12:00:00.0Z
0000001981373633635962-65535,2013-08-09T12:00:00.0Z
0000002101373633638337-65535,2013-08-09T12:00:00.0Z
0000001711373633628408-65535,2013-08-09T12:00:00.0Z
0000002151373633639447-65535,2013-08-09T12:00:00.0Z
0000001701373633628125-65535,2013-08-09T12:00:00.0Z
0000002141373633639034-65535,2013-08-09T12:00:00.0Z
0000001721373633628952-65535,2013-08-09T12:00:00.0Z
0000002161373633639717-65535,2013-08-09T12:00:00.0Z
0000001901373633633646-65535,2013-08-09T12:00:00.0Z
0000002211373633641407-65535,2013-08-09T12:00:00.0Z
